repo_name,high_ccp_quality_avg,high_ccp_quality_std,files
garbagemule/MobArena,0.0,0.0,2
icgc-dcc/dcc-storage,0.0,0.0,2
langurmonkey/gaiasky,0.0,0.0,2
venkatramanm/swf-all,0.0,0.0,2
Zhuinden/simple-stack,0.0,0.0,2
cjburkey01/ClaimChunk,0.0,0.0,2
raeleus/skin-composer,0.0,0.0,2
BloomBooks/BloomReader,0.0,0.0,2
OrienteerBAP/Orienteer,0.0,0.0,2
curioswitch/curiostack,0.0,0.0,2
henrichg/PhoneProfiles,0.0,0.0,2
OpenHFT/Chronicle-Queue,0.5,0.70710678118654757,2
georchestra/georchestra,0.0,0.0,2
Fr4gorSoftware/SecScanQR,0.0,0.0,2
WorksApplications/Sudachi,0.5,0.70710678118654757,2
apollostack/apollo-android,0.0,0.0,2
plusonelabs/calendar-widget,0.0,0.0,2
brarcher/loyalty-card-locker,0.0,0.0,2
lecousin/java-framework-core,0.5,0.70710678118654757,2
onemoonsci/nmrfxprocessorgui,0.5,0.70710678118654757,2
MineLittlePony/MineLittlePony,0.0,0.0,2
laurent-clouet/sheepit-client,0.0,0.0,2
spring-cloud/spring-cloud-bus,0.0,0.0,2
spring-cloud/spring-cloud-data,0.0,0.0,2
AnySoftKeyboard/AnySoftKeyboard,0.0,0.0,2
marklogic/marklogic-contentpump,0.0,0.0,2
GTNewHorizons/NewHorizonsCoreMod,0.0,0.0,2
spring-cloud/spring-cloud-consul,0.0,0.0,2
spring-cloud/spring-cloud-stream,0.0,0.0,2
BlackJar72/ClimaticBiomePlacement,0.0,0.0,2
innoveit/react-native-ble-manager,0.0,0.0,2
Terracotta-OSS/terracotta-platform,0.0,0.0,2
SeeSharpSoft/intellij-csv-validator,0.0,0.0,2
aoindustries/semanticcms-core-taglib,0.5,0.70710678118654757,2
gravitee-io/gravitee-repository-jdbc,0.0,0.0,2
Samourai-Wallet/samourai-wallet-android,0.0,0.0,2
GoogleCloudPlatform/cloud-opensource-java,0.0,0.0,2
InnovateUKGitHub/innovation-funding-service,0.0,0.0,2
sdl/Testy,1.0,0.0,2
wyu/ms2ms,1.0,0.0,2
k9mail/k-9,1.0,0.0,2
cping/LGame,1.0,0.0,2
JOML-CI/JOML,1.0,0.0,2
NoraUi/NoraUi,1.0,0.0,2
ghedlund/phon,1.0,0.0,2
restfb/restfb,1.0,0.0,2
akvo/akvo-flow,1.0,0.0,2
apache/archiva,1.0,0.0,2
seratch/jslack,1.0,0.0,2
NGSEP/NGSEPcore,1.0,0.0,2
Taskana/taskana,1.0,0.0,2
enilu/web-flash,1.0,0.0,2
giloutho/Logfly,1.0,0.0,2
nickbattle/vdmj,1.0,0.0,2
opencb/cellbase,1.0,0.0,2
apache/tinkerpop,1.0,0.0,2
hekate-io/hekate,1.0,0.0,2
linkedin/gobblin,1.0,0.0,2
metaborg/spoofax,1.0,0.0,2
specify/specify6,1.0,0.0,2
wso2/maven-tools,1.0,0.0,2
zapr-oss/druidry,1.0,0.0,2
openforis/collect,1.0,0.0,2
phoenixctms/ctsms,1.0,0.0,2
Longri/cachebox3.0,1.0,0.0,2
SimY4/xpath-to-xml,1.0,0.0,2
phax/ph-schematron,1.0,0.0,2
vert-x3/vertx-auth,1.0,0.0,2
endeavourhealth/EDS,1.0,0.0,2
didclab/onedatashare,1.0,0.0,2
wallabag/android-app,1.0,0.0,2
andreynovikov/maptrek,1.0,0.0,2
imCodePartnerAB/imcms,1.0,0.0,2
kubernetes-client/java,1.0,0.0,2
apache/activemq-artemis,1.0,0.0,2
athrane/bassebombecraft,1.0,0.0,2
PreibischLab/BigStitcher,1.0,0.0,2
cytoscape/cytoscape-impl,1.0,0.0,2
OpenDA-Association/OpenDA,1.0,0.0,2
firebirdberlin/nightdream,1.0,0.0,2
ngageoint/geopackage-java,1.0,0.0,2
raydac/netbeans-mmd-plugin,1.0,0.0,2
cloudfoundry/cf-java-client,1.0,0.0,2
i-net-software/JWebAssembly,1.0,0.0,2
mit-cml/appinventor-sources,1.0,0.0,2
Consdata/sonarqube-companion,1.0,0.0,2
chipster/chipster-web-server,1.0,0.0,2
jenkinsci/credentials-plugin,1.0,0.0,2
nvdb-vegdata/nvdb-api-client,1.0,0.0,2
WhisperSystems/Signal-Android,1.0,0.0,2
google-pay/android-quickstart,1.0,0.0,2
tuomount/Open-Realms-of-Stars,1.0,0.0,2
ngageoint/geopackage-core-java,1.0,0.0,2
calimero-project/calimero-device,1.0,0.0,2
SoapboxRaceWorld/soapbox-race-core,1.0,0.0,2
Helioviewer-Project/JHelioviewer-SWHV,1.0,0.0,2
aoindustries/semanticcms-core-servlet,1.0,0.0,2
carlos-sancho-ramirez/android-java-langbook,1.0,0.0,2
xnio/xnio,0.0,,1
qmetry/qaf,0.0,,1
xtf-cz/xtf,0.0,,1
yahoo/fili,0.0,,1
Neamar/KISS,0.0,,1
gekoh/yaGen,0.0,,1
nutzam/nutz,0.0,,1
web3j/web3j,0.0,,1
FINRAOS/herd,0.0,,1
LWJGL/lwjgl3,0.0,,1
apache/maven,0.0,,1
csowada/ebus,0.0,,1
hal/hal.next,0.0,,1
jitsi/jicofo,0.0,,1
Netflix/Priam,0.0,,1
alibaba/canal,0.0,,1
apache/pdfbox,0.0,,1
exteso/alf.io,0.0,,1
ical4j/ical4j,0.0,,1
nats-io/jnats,0.0,,1
ontodev/robot,0.0,,1
stolsvik/mats,0.0,,1
IDPF/epubcheck,0.0,,1
WesJD/AnvilGUI,0.0,,1
hpehl/hal.next,0.0,,1
jpaulm/drawfbp,0.0,,1
remkop/picocli,0.0,,1
spinnaker/fiat,0.0,,1
BrightSpots/rcv,0.0,,1
Deltik/SignEdit,0.0,,1
OpenFeign/feign,0.0,,1
SensorsINI/jaer,0.0,,1
fcrepo4/fcrepo4,0.0,,1
folio-org/okapi,0.0,,1
graknlabs/grakn,0.0,,1
pinterest/secor,0.0,,1
robcast/digilib,0.0,,1
square/retrofit,0.0,,1
Flipkart/foxtrot,0.0,,1
auth0/auth0-java,0.0,,1
box/box-java-sdk,0.0,,1
mbudiu-vmw/hiero,0.0,,1
opencadc/caom2db,0.0,,1
raphw/byte-buddy,0.0,,1
FXMisc/RichTextFX,0.0,,1
MyCoRe-Org/mycore,0.0,,1
ObeoNetwork/M2Doc,0.0,,1
alfasoftware/morf,0.0,,1
apache/bookkeeper,0.0,,1
apache/uima-uimaj,0.0,,1
line/centraldogma,0.0,,1
visallo/vertexium,0.0,,1
wyvernlang/wyvern,0.0,,1
NERC-CEH/catalogue,0.0,,1
dbisUnibas/cineast,0.0,,1
tr7zw/Item-NBT-API,0.0,,1
AddstarMC/Minigames,0.0,,1
DataVault/datavault,0.0,,1
MCME/MCME-Architect,0.0,,1
PioBeat/GravSupport,0.0,,1
Vauff/Maunz-Discord,0.0,,1
archimatetool/archi,0.0,,1
saalfeldlab/bigwarp,0.0,,1
Ifsttar/NoiseCapture,0.0,,1
apiman/apiman-studio,0.0,,1
armenak/DataDefender,0.0,,1
datastax/java-driver,0.0,,1
elBukkit/MagicPlugin,0.0,,1
jmrozanec/cron-utils,0.0,,1
rsocket/rsocket-java,0.0,,1
strapdata/elassandra,0.0,,1
undertow-io/undertow,0.0,,1
MC-U-Team/U-Team-Core,0.0,,1
SonarSource/sonarqube,0.0,,1
TechReborn/TechReborn,0.0,,1
Torridity/dsworkbench,0.0,,1
arnowelzel/periodical,0.0,,1
rarspace01/pirateboat,0.0,,1
v5analytics/vertexium,0.0,,1
vert-x3/vertx-codegen,0.0,,1
FasterXML/jackson-core,0.0,,1
ReplayMod/ReplayStudio,0.0,,1
TomasMikula/RichTextFX,0.0,,1
b3dgs/lionheart-remake,0.0,,1
opendaylight/yangtools,0.0,,1
cBioPortal/genome-nexus,0.0,,1
ceskaexpedice/kramerius,0.0,,1
jeffgbutler/mybatis-qbe,0.0,,1
kaltura/playkit-android,0.0,,1
kickstarter/android-oss,0.0,,1
nikita36078/J2ME-Loader,0.0,,1
opendaylight/controller,0.0,,1
synthetichealth/synthea,0.0,,1
Apicurio/apicurio-studio,0.0,,1
Steveice10/MCProtocolLib,0.0,,1
dickschoeller/gedbrowser,0.0,,1
elixir-no-nels/trackfind,0.0,,1
krasa/StringManipulation,0.0,,1
SilentChaos512/SilentGems,0.0,,1
actframework/actframework,0.0,,1
mopemope/meghanada-server,0.0,,1
resilience4j/resilience4j,0.0,,1
ryandw11/CustomStructures,0.0,,1
DataSketches/sketches-core,0.0,,1
wso2/wso2-axis2-transports,0.0,,1
ArtOfIllusion/ArtOfIllusion,0.0,,1
segmentio/analytics-android,0.0,,1
Alfresco/alfresco-repository,0.0,,1
bfabiszewski/ulogger-android,0.0,,1
google/data-transfer-project,0.0,,1
fabric8io/docker-maven-plugin,0.0,,1
mojohaus/flatten-maven-plugin,0.0,,1
researchstudio-sat/webofneeds,0.0,,1
PerimeterX/perimeterx-java-sdk,0.0,,1
ericberman/MyFlightbookAndroid,0.0,,1
itachi1706/CheesecakeUtilities,0.0,,1
winder/Universal-G-Code-Sender,0.0,,1
MovingBlocks/TerasologyLauncher,0.0,,1
TelefonicaED/liferaylms-portlet,0.0,,1
bravelocation/yeltzland-android,0.0,,1
kiegroup/droolsjbpm-integration,0.0,,1
droolsjbpm/droolsjbpm-integration,0.0,,1
GerritCodeReview/plugins_reviewers,0.0,,1
apache/cordova-plugin-inappbrowser,0.0,,1
mCodex/react-native-sensitive-info,0.0,,1
Esri/arcgis-runtime-samples-android,0.0,,1
neo4j-contrib/neo4j-apoc-procedures,0.0,,1
aerogear/aerogear-unifiedpush-server,0.0,,1
infobip/mobile-messaging-sdk-android,0.0,,1
GoogleCloudPlatform/java-docs-samples,0.0,,1
SuperAwesomeLTD/sa-mobile-sdk-android,0.0,,1
Notificare/notificare-push-lib-cordova,0.0,,1
StasDoskalenko/react-native-google-fit,0.0,,1
NordicSemiconductor/Android-DFU-Library,0.0,,1
johan12345/substitution-schedule-parser,0.0,,1
blackuy/react-native-twilio-video-webrtc,0.0,,1
tanguyantoine/react-native-music-control,0.0,,1
wso2-extensions/identity-inbound-auth-saml,0.0,,1
wordpress-mobile/WordPress-Login-Flow-Android,0.0,,1
BuddhistDigitalResourceCenter/xmltoldmigration,0.0,,1
spring-cloud-incubator/spring-cloud-kubernetes,0.0,,1
vertretungsplanme/substitution-schedule-parser,0.0,,1
spring-cloud/spring-cloud-deployer-cloudfoundry,0.0,,1
wso2-extensions/identity-inbound-provisioning-scim2,0.0,,1
oehf/ipf,1.0,,1
forax/pro,1.0,,1
jbee/silk,1.0,,1
Ipsis/Woot,1.0,,1
PLOS/wombat,1.0,,1
conveyal/r5,1.0,,1
google/j2cl,1.0,,1
phax/ph-web,1.0,,1
JavaDogs/cws,1.0,,1
RetGal/Dayon,1.0,,1
ccrama/Slide,1.0,,1
cemrich/zapp,1.0,,1
gg-net/dwoss,1.0,,1
openbase/jul,1.0,,1
spotify/styx,1.0,,1
cismet/verdis,1.0,,1
flocke/andOTP,1.0,,1
oncokb/oncokb,1.0,,1
bmwcarit/joynr,1.0,,1
da-nrw/DNSCore,1.0,,1
dreamhead/moco,1.0,,1
jub77/grafikon,1.0,,1
mlhartme/stool,1.0,,1
naver/pinpoint,1.0,,1
vigna/fastutil,1.0,,1
Aeronica/mxTune,1.0,,1
FreeCol/freecol,1.0,,1
Netflix/EVCache,1.0,,1
Shevchik/TNTRun,1.0,,1
TealCube/strife,1.0,,1
Yggard/BrokkGUI,1.0,,1
dimagi/commcare,1.0,,1
luwrain/luwrain,1.0,,1
4treesCH/strolch,1.0,,1
AlmasB/FXGLGames,1.0,,1
edoweb/regal-api,1.0,,1
eitchnet/strolch,1.0,,1
logic-ng/LogicNG,1.0,,1
maruohon/minihud,1.0,,1
pugwoo/woo-utils,1.0,,1
renyuneyun/Easer,1.0,,1
steinarb/ukelonn,1.0,,1
wcmc-its/ReCiter,1.0,,1
Armarr/Autorank-2,1.0,,1
IvoLimmen/mystart,1.0,,1
Jigsaw-Code/Intra,1.0,,1
Nike-Inc/cerberus,1.0,,1
OpenVidu/openvidu,1.0,,1
anotheria/moskito,1.0,,1
diffplug/spotless,1.0,,1
elki-project/elki,1.0,,1
realityforge/arez,1.0,,1
Adyen/adyen-hybris,1.0,,1
Flash3388/FlashLib,1.0,,1
SEARCH-NCJIS/nibrs,1.0,,1
apache/commons-jcs,1.0,,1
domaframework/doma,1.0,,1
eckig/graph-editor,1.0,,1
php-coder/mystamps,1.0,,1
zdila/gpx-animator,1.0,,1
Asqatasun/Asqatasun,1.0,,1
OpenTOSCA/container,1.0,,1
ReplayMod/ReplayMod,1.0,,1
apache/commons-lang,1.0,,1
ashish-gehani/SPADE,1.0,,1
auth0/Auth0.Android,1.0,,1
bazelbuild/intellij,1.0,,1
jqno/equalsverifier,1.0,,1
maxmind/GeoIP2-java,1.0,,1
sporniket/javabeans,1.0,,1
svenkubiak/mangooio,1.0,,1
wcm-io-devops/conga,1.0,,1
xwiki/xwiki-commons,1.0,,1
Staartvin/Autorank-2,1.0,,1
aoindustries/ao-tlds,1.0,,1
cismet/verdis-server,1.0,,1
cloudevents/sdk-java,1.0,,1
dimagi/commcare-core,1.0,,1
f-droid/fdroidclient,1.0,,1
igniterealtime/Smack,1.0,,1
ARIG-Robotique/robots,1.0,,1
AdeptJ/adeptj-runtime,1.0,,1
Brian-Wuest/MC-Prefab,1.0,,1
GluuFederation/oxAuth,1.0,,1
UKGovLD/registry-core,1.0,,1
apache/jackrabbit-oak,1.0,,1
codelibs/fess-suggest,1.0,,1
open-eid/MOPP-Android,1.0,,1
simlar/simlar-android,1.0,,1
smartcommunitylab/AAC,1.0,,1
weaondara/BungeePerms,1.0,,1
GluuFederation/oxTrust,1.0,,1
SleepyTrousers/EnderIO,1.0,,1
Sp2000/colplus-backend,1.0,,1
droolsjbpm/optaplanner,1.0,,1
palantir/http-remoting,1.0,,1
realrolfje/anonimatron,1.0,,1
BrunoEberhard/minimal-j,1.0,,1
EnFlexIT/AgentWorkbench,1.0,,1
Mindgamesnl/OpenAudioMc,1.0,,1
apache/incubator-groovy,1.0,,1
heuermh/dishevelled-bio,1.0,,1
junit-team/junit-lambda,1.0,,1
neo4j/neo4j-java-driver,1.0,,1
rubenlagus/TelegramBots,1.0,,1
sebastiencaille/sky-lib,1.0,,1
williamfiset/Algorithms,1.0,,1
TheBusyBiscuit/Slimefun4,1.0,,1
erdemolkun/instant-rates,1.0,,1
pkiraly/metadata-qa-marc,1.0,,1
technecloud/cronapi-java,1.0,,1
AsteroidOS/AsteroidOSSync,1.0,,1
apache/commons-fileupload,1.0,,1
atlassian/commonmark-java,1.0,,1
bbottema/simple-java-mail,1.0,,1
amzn/alexa-skills-kit-java,1.0,,1
amzn/exoplayer-amazon-port,1.0,,1
codescape/jira-scrum-poker,1.0,,1
paritytrading/philadelphia,1.0,,1
Countly/countly-sdk-android,1.0,,1
EpiCanard/GlobalMarketChest,1.0,,1
JaumeRibas/Aether2DImgMaker,1.0,,1
JetBrains/intellij-sdk-docs,1.0,,1
apache/jackrabbit-filevault,1.0,,1
enterpriseDomain/ClassMaker,1.0,,1
firebase/FirebaseUI-Android,1.0,,1
jenkinsci/kubernetes-plugin,1.0,,1
proninyaroslav/libretorrent,1.0,,1
rt2zz/react-native-contacts,1.0,,1
tim-savage/SavageDeathChest,1.0,,1
MarginallyClever/Makelangelo,1.0,,1
thm-projects/arsnova-backend,1.0,,1
wildfly-security/elytron-web,1.0,,1
CruGlobal/android-gto-support,1.0,,1
bertilmuth/requirementsascode,1.0,,1
folio-org/raml-module-builder,1.0,,1
rfoltyns/log4j2-elasticsearch,1.0,,1
GwtMaterialDesign/gwt-material,1.0,,1
opengeogroep/safetymaps-server,1.0,,1
calimero-project/calimero-tools,1.0,,1
watson-developer-cloud/java-sdk,1.0,,1
calimero-project/calimero-server,1.0,,1
judovana/jenkins-scm-koji-plugin,1.0,,1
killbilling/recurly-java-library,1.0,,1
nimble-platform/identity-service,1.0,,1
wikimedia/apps-android-wikipedia,1.0,,1
Doloops/arondor-common-reflection,1.0,,1
wonderpush/wonderpush-android-sdk,1.0,,1
ThomasGaubert/openvr-notifications,1.0,,1
sizebay/Sizebay-Catalog-API-Client,1.0,,1
GoogleChrome/android-browser-helper,1.0,,1
leschzinerlab/COSMIC-CryoEM-Gateway,1.0,,1
Nike-Inc/cerberus-management-service,1.0,,1
cianfrocco-lab/COSMIC-CryoEM-Gateway,1.0,,1
mbarre/schemacrawler-additional-lints,1.0,,1
zsmartsystems/com.zsmartsystems.zigbee,1.0,,1
GeoscienceAustralia/Geodesy-Web-Services,1.0,,1
wildfly-clustering/wildfly-clustering-tomcat,1.0,,1
