repo_name,high_ccp_quality_avg,high_ccp_quality_std,files
wso2/devstudio-tooling-esb,0.94444444444444409,0.23121228232266422,54
lunisolar/magma,0.981132075471698,0.13736056394868904,53
quarkusio/quarkus,0.2156862745098039,0.41539020162714857,51
hartwigmedical/hmftools,1.0,0.0,50
git-moss/DrivenByMoss,0.0,0.0,49
apache/beam,0.20833333333333337,0.41041407908605759,48
eclipse/kapua,0.93749999999999956,0.24462302739504088,48
google/ExoPlayer,1.0,0.0,47
dzhw/metadatamanagement,1.0,0.0,47
spring-projects/spring-boot,1.0,0.0,47
marklogic/java-client-api,1.0,0.0,46
CCAFS/MARLO,1.0,0.0,45
apache/flink,0.11363636363636363,0.32103822064055038,44
dhis2/dhis2-android-sdk,0.84090909090909094,0.36998942902446824,44
ppatierno/kaas,0.0,0.0,42
skylot/jadx,0.0,0.0,41
MariaDB/mariadb-connector-j,1.0,0.0,41
wildfly/wildfly,0.9729729729729728,0.16439898730535729,37
apache/skywalking,0.0,0.0,37
hortonworks/cloudbreak,0.56756756756756743,0.50224720233392262,37
triplea-game/triplea,0.0,0.0,36
commons-app/apps-android-commons,0.0,0.0,36
bitrich-info/xchange-stream,1.0,0.0,36
dhis2/dhis2-core,0.8,0.40583972495671383,35
wu-sheng/sky-walking,0.0,0.0,35
finmath/finmath-lib,1.0,0.0,34
prestodb/presto,0.72727272727272707,0.45226701686664544,33
palantir/atlasdb,0.0,0.0,33
DBCG/cql_measure_processor,1.0,0.0,33
DBCG/cqf-ruler,1.0,0.0,32
jolie/jolie,0.0,0.0,30
CloudSlang/cs-actions,1.0,0.0,30
apache/camel,0.48275862068965519,0.5085476277156078,29
openpnp/openpnp,0.0,0.0,29
jamesagnew/hapi-fhir,0.51724137931034486,0.5085476277156078,29
flowable/flowable-engine,0.96551724137931028,0.18569533817705186,29
dimagi/commcare-android,1.0,0.0,29
graalvm/fastr,0.96428571428571419,0.18898223650461363,28
Azure/azure-sdk-for-java,0.035714285714285712,0.1889822365046136,28
micrometer-metrics/micrometer,0.22222222222222224,0.42365927286816168,27
akvo/akvo-flow-mobile,1.0,0.0,27
Alluxio/alluxio,0.0,0.0,26
kiegroup/drools,0.0,0.0,26
droolsjbpm/drools,0.0,0.0,26
danrien/projectBlueWater,0.0,0.0,25
opencb/opencga,1.0,0.0,25
yamcs/yamcs,0.91666666666666652,0.28232985128664,24
reactor/reactor-core,0.0,0.0,24
jcryptool/crypto,0.86956521739130421,0.344350221575091,23
theScrabi/NewPipe,0.9130434782608694,0.28810406552003043,23
zaproxy/zap-extensions,0.9130434782608694,0.28810406552003043,23
DBCG/cql_engine,0.0,0.0,22
orientechnologies/orientdb,0.909090909090909,0.2942449431682499,22
korpling/ANNIS,1.0,0.0,22
webanno/webanno,1.0,0.0,22
SpongePowered/Sponge,0.095238095238095233,0.30079260375911915,21
iterate-ch/cyberduck,0.0,0.0,21
rroart/stockstat,1.0,0.0,21
CloudSlang/score-actions,1.0,0.0,21
BaseXdb/basex,0.94999999999999984,0.223606797749979,20
actiontech/dble,0.39999999999999997,0.50262468995003462,20
runelite/runelite,0.75000000000000011,0.4442616583193193,20
mercadopago/px-android,0.0,0.0,20
bcvsolutions/CzechIdMng,0.89999999999999991,0.30779350562554625,20
gravitee-io/gravitee-management-rest-api,0.0,0.0,20
apache/helix,0.0,0.0,19
CreativeMD/LittleTiles,0.0,0.0,19
thebigg73/OpenSongTablet,0.0,0.0,19
zielu/GitToolBox,1.0,0.0,19
beast-dev/beast-mcmc,1.0,0.0,19
reportportal/commons-dao,0.88888888888888873,0.32338083338177731,18
FAForever/downlords-faf-client,0.0,0.0,18
CenturyLinkCloud/mdw,1.0,0.0,18
JpressProjects/jpress,1.0,0.0,18
DeviceConnect/DeviceConnect-Android,1.0,0.0,18
apache/accumulo,0.0,0.0,17
redisson/redisson,0.29411764705882354,0.46966821831386213,17
wso2/carbon-apimgt,0.6470588235294118,0.49259218307188896,17
andstatus/andstatus,0.0,0.0,17
sk89q/CommandHelper,0.0,0.0,17
GoldenGnu/jeveassets,0.88235294117647045,0.33210558207753577,17
Shadorc/Shadbot,1.0,0.0,17
tuura/workcraft,1.0,0.0,17
yegor256/cactoos,1.0,0.0,17
adaptris/interlok,1.0,0.0,17
workcraft/workcraft,1.0,0.0,17
b2ihealthcare/snow-owl,1.0,0.0,17
cgeo/cgeo,0.0,0.0,16
netty/netty,0.0,0.0,16
mcMMO-Dev/mcMMO,0.0,0.0,16
google/closure-compiler,0.125,0.34156502553198659,16
NationalSecurityAgency/ghidra,0.1875,0.40311288741492751,16
00-Evan/shattered-pixel-dungeon,0.1875,0.40311288741492751,16
lime-company/lime-security-powerauth-webauth,0.0,0.0,16
ontop/ontop,1.0,0.0,16
forrestguice/SuntimesWidget,1.0,0.0,16
CIRDLES/Squid,0.0,0.0,15
telstra/open-kilda,0.73333333333333339,0.45773770821706344,15
fabric8io/kubernetes-client,0.066666666666666666,0.2581988897471611,15
spring-cloud/spring-cloud-aws,0.0,0.0,15
wso2/carbon-identity-framework,0.4,0.50709255283711,15
lucko/LuckPerms,1.0,0.0,15
quantxt/NLPAnalytics,1.0,0.0,15
gocd/gocd,0.0,0.0,14
crate/crate,0.5714285714285714,0.51355259101309547,14
CESNET/perun,0.8571428571428571,0.36313651960128146,14
Thatsmusic99/HeadsPlus,0.92857142857142849,0.2672612419124244,14
EBIBioSamples/biosamples-v4,1.0,0.0,14
ibissource/iaf,0.076923076923076927,0.27735009811261457,13
rzwitserloot/lombok,0.076923076923076927,0.27735009811261457,13
GIScience/openrouteservice-core,0.0,0.0,13
spring-projects/spring-security,0.0,0.0,13
spring-projects/spring-framework,0.0,0.0,13
spring-cloud/spring-cloud-dataflow,0.0,0.0,13
metaborg/nabl,1.0,0.0,13
zaproxy/zaproxy,1.0,0.0,13
bdezonia/zorbage,1.0,0.0,13
Scarsz/DiscordSRV,1.0,0.0,13
DV8FromTheWorld/JDA,1.0,0.0,13
googleads/google-ads-java,1.0,0.0,13
alibaba/fastjson,0.0,0.0,12
ilscipio/scipio-erp,0.0,0.0,12
CognizantOneDevOps/Insights,0.0,0.0,12
wso2-extensions/identity-inbound-auth-oauth,0.083333333333333329,0.28867513459481287,12
rsksmart/rskj,1.0,0.0,12
metaborg/jsglr,1.0,0.0,12
yangfuhai/jboot,1.0,0.0,12
stripe/stripe-java,1.0,0.0,12
google/ground-android,1.0,0.0,12
Subterranean-Security/Sandpolis,1.0,0.0,12
molgenis/molgenis,0.0,0.0,11
aherbert/GDSC-SMLM,0.0,0.0,11
mediathekview/MServer,0.0,0.0,11
DragonetMC/DragonProxy,0.0,0.0,11
reportportal/service-api,0.27272727272727276,0.46709936649691375,11
pedroSG94/rtmp-rtsp-stream-client-java,0.0,0.0,11
ml4j/ml4j-impl,1.0,0.0,11
UweTrottmann/SeriesGuide,1.0,0.0,11
apache/hadoop,0.2,0.42163702135578385,10
crapo/sadlos2,0.0,0.0,10
BiBiServ/bibigrid,0.0,0.0,10
Netflix/conductor,0.7,0.48304589153964794,10
getsentry/raven-java,0.0,0.0,10
streamsets/datacollector,0.0,0.0,10
SpongePowered/SpongeCommon,0.0,0.0,10
CancerCollaboratory/dockstore,0.1,0.31622776601683794,10
IntellectualSites/PlotSquared,0.7,0.48304589153964794,10
languagetool-org/languagetool,0.3,0.48304589153964794,10
dotwebstack/dotwebstack-framework,0.0,0.0,10
GerritCodeReview/plugins_replication,0.0,0.0,10
apache/syncope,1.0,0.0,10
project-ncl/pnc,1.0,0.0,10
lamsfoundation/lams,1.0,0.0,10
aterai/java-swing-tips,1.0,0.0,10
Aptoide/aptoide-client-v8,1.0,0.0,10
zyxakarene/LearningOpenGl,1.0,0.0,10
3dcitydb/importer-exporter,1.0,0.0,10
reportportal/commons-model,1.0,0.0,10
apache/calcite,0.22222222222222221,0.44095855184409838,9
Peergos/Peergos,0.33333333333333331,0.5,9
kasonyang/kalang,0.0,0.0,9
JMRI/EngineDriver,0.0,0.0,9
killbill/killbill,0.0,0.0,9
AntennaPod/AntennaPod,0.88888888888888884,0.33333333333333331,9
bozimmerman/CoffeeMud,0.55555555555555558,0.52704627669472992,9
FabioZumbi12/RedProtect,0.0,0.0,9
spring-cloud/spring-cloud-contract,0.0,0.0,9
qtproject/qtqa-gerrit-plugin-replication,0.0,0.0,9
material-components/material-components-android,0.1111111111111111,0.33333333333333331,9
Javlo/javlo,1.0,0.0,9
prmr/JetUML,1.0,0.0,9
proarc/proarc,1.0,0.0,9
sleuthkit/autopsy,1.0,0.0,9
mpi2/PhenotypeData,1.0,0.0,9
apache/incubator-asterixdb,1.0,0.0,9
mediathekview/MediathekView,1.0,0.0,9
seata/seata,0.25,0.46291004988627571,8
facebook/buck,0.0,0.0,8
linkedin/ambry,0.0,0.0,8
Commonjava/indy,0.125,0.35355339059327379,8
google/copybara,0.0,0.0,8
networknt/light-4j,0.0,0.0,8
HubSpot/Singularity,0.0,0.0,8
google/graphicsfuzz,0.0,0.0,8
networknt/light-java,0.0,0.0,8
BiglySoftware/BiglyBT,0.125,0.35355339059327379,8
gurkenlabs/litiengine,0.5,0.53452248382484879,8
pentaho/pentaho-kettle,0.125,0.35355339059327379,8
robolectric/robolectric,0.125,0.35355339059327379,8
google/closure-templates,0.25,0.46291004988627571,8
NYRDS/pixel-dungeon-remix,0.625,0.51754916950676566,8
spencergibb/spring-cloud-gateway,0.0,0.0,8
spring-cloud-incubator/spring-cloud-gateway,0.0,0.0,8
aramsoft/aramcomp,1.0,0.0,8
softindex/datakernel,1.0,0.0,8
jstakun/device-locator,1.0,0.0,8
reflectoring/coderadar,1.0,0.0,8
Transkribus/TranskribusSwtGui,1.0,0.0,8
sarl/sarl,0.85714285714285721,0.37796447300922725,7
alibaba/nacos,0.85714285714285721,0.37796447300922725,7
sirixdb/sirix,0.2857142857142857,0.4879500364742666,7
TGAC/miso-lims,0.85714285714285721,0.37796447300922725,7
facebook/litho,0.2857142857142857,0.4879500364742666,7
keycloak/keycloak,0.85714285714285721,0.37796447300922725,7
siacs/Conversations,0.14285714285714285,0.3779644730092272,7
Aquerr/EagleFactions,0.14285714285714285,0.3779644730092272,7
powsybl/powsybl-core,0.14285714285714285,0.3779644730092272,7
vietj/vertx-pg-client,0.0,0.0,7
juergenchrist/smtinterpol,0.0,0.0,7
networknt/undertow-server,0.0,0.0,7
henrichg/PhoneProfilesPlus,0.0,0.0,7
blay09/CookingForBlockheads,0.0,0.0,7
lutece-platform/lutece-core,0.2857142857142857,0.4879500364742666,7
Adyen/adyen-java-api-library,0.0,0.0,7
pantsbuild/intellij-pants-plugin,0.0,0.0,7
robbyn/jedo,1.0,0.0,7
phax/ph-oton,1.0,0.0,7
Cognifide/APM,1.0,0.0,7
mzmine/mzmine3,1.0,0.0,7
trife/Coordinate,1.0,0.0,7
jdmonin/JSettlers2,1.0,0.0,7
authorjapps/zerocode,1.0,0.0,7
synyx/urlaubsverwaltung,1.0,0.0,7
aoindustries/aoserv-client,1.0,0.0,7
IBMStreams/streamsx.topology,1.0,0.0,7
reasonml-editor/reasonml-idea-plugin,1.0,0.0,7
o2oa/o2oa,0.83333333333333337,0.408248290463863,6
lucee/Lucee,0.5,0.54772255750516607,6
eclipse/kura,0.0,0.0,6
pgjdbc/pgjdbc,0.0,0.0,6
zeromq/jeromq,0.0,0.0,6
diennea/herddb,0.0,0.0,6
HubSpot/jinjava,0.33333333333333337,0.51639777949432231,6
batfish/batfish,0.5,0.54772255750516607,6
consulo/consulo,0.66666666666666663,0.5163977794943222,6
pravega/pravega,0.33333333333333337,0.51639777949432231,6
buchen/portfolio,0.33333333333333337,0.51639777949432231,6
clstoulouse/motu,0.0,0.0,6
pietrobraione/jbse,0.0,0.0,6
Whiley/WhileyCompiler,0.0,0.0,6
opennetworkinglab/onos,0.33333333333333337,0.51639777949432231,6
tonikelope/megabasterd,0.0,0.0,6
pousse-cafe/pousse-cafe,0.33333333333333337,0.51639777949432231,6
Graylog2/graylog2-server,0.16666666666666666,0.408248290463863,6
FabioZumbi12/UltimateChat,0.0,0.0,6
kriztan/Pix-Art-Messenger,0.0,0.0,6
appnexus/mobile-sdk-android,0.0,0.0,6
HaxeFoundation/intellij-haxe,0.0,0.0,6
compomics/compomics-utilities,0.0,0.0,6
cerberustesting/cerberus-source,0.0,0.0,6
spring-cloud/spring-cloud-sleuth,0.0,0.0,6
bengtmartensson/IrpTransmogrifier,0.0,0.0,6
DigitalCampus/oppia-mobile-android,0.83333333333333337,0.408248290463863,6
ddalton/xor,1.0,0.0,6
facebook/fresco,1.0,0.0,6
jpmml/jpmml-sparkml,1.0,0.0,6
marunjar/anewjkuapp,1.0,0.0,6
pegasus-isi/pegasus,1.0,0.0,6
yukuku/androidbible,1.0,0.0,6
lsu-ub-uu/cora-spider,1.0,0.0,6
lukas-krecan/ShedLock,1.0,0.0,6
Backendless/Android-SDK,1.0,0.0,6
cismet/cids-custom-wuppertal,1.0,0.0,6
reportportal/service-authorization,1.0,0.0,6
Col-E/Recaf,0.6,0.54772255750516607,5
AriaLyy/Aria,0.0,0.0,5
grpc/grpc-java,0.0,0.0,5
zalando/logbook,0.4,0.54772255750516619,5
apache/zookeeper,0.0,0.0,5
real-logic/Aeron,0.6,0.54772255750516607,5
broadinstitute/gatk,0.0,0.0,5
opendaylight/netvirt,0.2,0.447213595499958,5
smartloli/kafka-eagle,0.0,0.0,5
EnMasseProject/enmasse,0.0,0.0,5
lessthanoptimal/BoofCV,0.0,0.0,5
networknt/light-codegen,0.0,0.0,5
itplr-kosit/validationtool,0.0,0.0,5
OpenCubicChunks/CubicChunks,0.0,0.0,5
gravitee-io/gravitee-gateway,0.0,0.0,5
joel-costigliola/assertj-core,0.0,0.0,5
spring-cloud/spring-cloud-gcp,0.0,0.0,5
ProtocolSupport/ProtocolSupport,0.8,0.44721359549995793,5
real-logic/simple-binary-encoding,0.8,0.44721359549995793,5
mplushnikov/lombok-intellij-plugin,0.0,0.0,5
savoirfairelinux/ring-client-android,0.6,0.54772255750516607,5
UniversalMediaServer/UniversalMediaServer,0.0,0.0,5
ModernMT/MMT,1.0,0.0,5
freenet/fred,1.0,0.0,5
ctripcorp/dal,1.0,0.0,5
naver/ngrinder,1.0,0.0,5
beldenge/Zenith,1.0,0.0,5
estatio/estatio,1.0,0.0,5
jaamsim/jaamsim,1.0,0.0,5
owncloud/android,1.0,0.0,5
sodash/open-code,1.0,0.0,5
softelnet/sponge,1.0,0.0,5
swaplicado/siie32,1.0,0.0,5
craftercms/commons,1.0,0.0,5
PDXFinder/pdxfinder,1.0,0.0,5
adhuc-projects/cena,1.0,0.0,5
aika-algorithm/aika,1.0,0.0,5
GoodforGod/dummymaker,1.0,0.0,5
pcingola/BigDataScript,1.0,0.0,5
scouter-project/scouter,1.0,0.0,5
slartus/4pdaClient-plus,1.0,0.0,5
Transkribus/TranskribusCore,1.0,0.0,5
gocardless/gocardless-pro-java,1.0,0.0,5
literacyapp-org/literacyapp-web,1.0,0.0,5
igvteam/igv,0.0,0.0,4
truj/midica,0.0,0.0,4
Erudika/para,0.0,0.0,4
apache/drill,0.25,0.5,4
apache/samza,0.5,0.57735026918962573,4
google/truth,0.0,0.0,4
yadevee/yals,0.0,0.0,4
yahoo/athenz,0.75,0.5,4
apache/groovy,0.5,0.57735026918962573,4
apache/zeppelin,0.0,0.0,4
ga4gh/dockstore,0.0,0.0,4
mockito/mockito,0.0,0.0,4
groupe-sii/ogham,0.0,0.0,4
hneemann/Digital,0.75,0.5,4
conveyal/gtfs-lib,0.0,0.0,4
vert-x3/vertx-web,0.0,0.0,4
ben-manes/caffeine,0.0,0.0,4
cuba-platform/cuba,0.5,0.57735026918962573,4
gama-platform/gama,0.0,0.0,4
google/error-prone,0.5,0.57735026918962573,4
bitsquare/bitsquare,0.25,0.5,4
danrien/projectBlue,0.0,0.0,4
edx/edx-app-android,0.75,0.5,4
iBotPeaches/Apktool,0.0,0.0,4
intentionet/batfish,0.5,0.57735026918962573,4
quran/quran_android,0.0,0.0,4
yonadev/yona-server,0.0,0.0,4
otavanopisto/pyramus,0.75,0.5,4
airbnb/lottie-android,0.0,0.0,4
jedwards1211/breakout,0.0,0.0,4
kontalk/androidclient,0.0,0.0,4
ron190/jsql-injection,0.0,0.0,4
ThomasDaheim/GPXEditor,0.0,0.0,4
ankidroid/Anki-Android,0.0,0.0,4
dernasherbrezon/r2cloud,0.0,0.0,4
fogbeam/zeppelin_mirror,0.0,0.0,4
hserv/coordinated-entry,0.0,0.0,4
igniterealtime/Openfire,0.25,0.5,4
pentaho/big-data-plugin,0.75,0.5,4
OPEN-ENT-NG/vie-scolaire,0.25,0.5,4
ServiceComb/java-chassis,0.25,0.5,4
flutter/flutter-intellij,0.0,0.0,4
ow2-proactive/scheduling,0.5,0.57735026918962573,4
graphql-java/graphql-java,0.5,0.57735026918962573,4
openmicroscopy/bioformats,0.5,0.57735026918962573,4
snowflakedb/snowflake-jdbc,0.75,0.5,4
NovaFox161/DisCal-Discord-Bot,0.0,0.0,4
magicismight/react-native-svg,0.0,0.0,4
data-integrations/google-cloud,0.0,0.0,4
inaturalist/iNaturalistAndroid,0.0,0.0,4
spring-cloud/spring-cloud-commons,0.0,0.0,4
e-mission/e-mission-data-collection,0.0,0.0,4
vojtechhabarta/typescript-generator,0.75,0.5,4
react-native-community/react-native-svg,0.0,0.0,4
gravitee-io/graviteeio-access-management,0.5,0.57735026918962573,4
jimkyndemeyer/js-graphql-intellij-plugin,0.0,0.0,4
MTDdk/jawn,1.0,0.0,4
webrtc/KITE,1.0,0.0,4
ZFGCCP/ZFGC3,1.0,0.0,4
metaborg/sdf,1.0,0.0,4
kbss-cvut/jopa,1.0,0.0,4
adisandro/MMINT,1.0,0.0,4
dita-ot/dita-ot,1.0,0.0,4
dustalov/maxmax,1.0,0.0,4
etomica/etomica,1.0,0.0,4
farmerbb/Taskbar,1.0,0.0,4
apache/commons-vfs,1.0,0.0,4
rememberber/WePush,1.0,0.0,4
ME1312/SubServers-2,1.0,0.0,4
dmolony/DiskBrowser,1.0,0.0,4
liquibase/liquibase,1.0,0.0,4
sharpie7/circuitjs1,1.0,0.0,4
xwiki/xwiki-platform,1.0,0.0,4
immutables/immutables,1.0,0.0,4
neowu/core-ng-project,1.0,0.0,4
xresloader/xresloader,1.0,0.0,4
danschultequb/qub-java,1.0,0.0,4
mgtechsoftware/smockin,1.0,0.0,4
calipho-sib/nextprot-api,1.0,0.0,4
SpineEventEngine/gae-java,1.0,0.0,4
axkr/symja_android_library,1.0,0.0,4
metasfresh/metasfresh-webui,1.0,0.0,4
metasfresh/metasfresh-webui-api,1.0,0.0,4
prashant-ramcharan/courgette-jvm,1.0,0.0,4
release-engineering/pom-manipulation-ext,1.0,0.0,4
googleads/googleads-mobile-android-mediation,1.0,0.0,4
codenvy/che,0.0,0.0,3
TNG/ArchUnit,0.66666666666666663,0.57735026918962584,3
AKSW/Squirrel,0.33333333333333331,0.57735026918962584,3
apache/jmeter,0.66666666666666663,0.57735026918962584,3
javers/javers,0.33333333333333331,0.57735026918962584,3
ac2cz/FoxTelem,0.0,0.0,3
UniTime/unitime,0.66666666666666663,0.57735026918962584,3
ZeXtras/OpenZAL,0.0,0.0,3
tlaplus/tlaplus,0.0,0.0,3
ReactiveX/RxJava,0.0,0.0,3
ctripcorp/x-pipe,0.66666666666666663,0.57735026918962584,3
timmolter/XChart,0.0,0.0,3
bozaro/git-as-svn,0.0,0.0,3
cucumber/cucumber,0.66666666666666663,0.57735026918962584,3
optimatika/ojAlgo,0.66666666666666663,0.57735026918962584,3
spinnaker/halyard,0.0,0.0,3
Mantaro/MantaroBot,0.0,0.0,3
adrcotfas/Goodtime,0.33333333333333331,0.57735026918962584,3
jenkinsci/remoting,0.0,0.0,3
GreenDelta/olca-app,0.66666666666666663,0.57735026918962584,3
SeleniumHQ/selenium,0.66666666666666663,0.57735026918962584,3
TEAMMATES/teammates,0.0,0.0,3
apache/commons-jexl,0.0,0.0,3
drtshock/Essentials,0.0,0.0,3
exch-bms2/beatoraja,0.66666666666666663,0.57735026918962584,3
iGoodie/TwitchSpawn,0.0,0.0,3
F1rst-Unicorn/stocks,0.33333333333333331,0.57735026918962584,3
treasure-data/digdag,0.33333333333333331,0.57735026918962584,3
cucumber/cucumber-jvm,0.0,0.0,3
qtproject/qtqa-gerrit,0.0,0.0,3
GreenDelta/olca-modules,0.66666666666666663,0.57735026918962584,3
codenameone/CodenameOne,0.0,0.0,3
graphhopper/graphhopper,0.33333333333333331,0.57735026918962584,3
Geforce132/SecurityCraft,0.0,0.0,3
palantir/gradle-baseline,0.0,0.0,3
toolbox4minecraft/amidst,0.0,0.0,3
apache/incubator-zeppelin,0.0,0.0,3
broadinstitute/hellbender,0.0,0.0,3
genome-nexus/genome-nexus,0.0,0.0,3
javaito/HolandaCatalinaFw,0.0,0.0,3
FasterXML/jackson-databind,0.66666666666666663,0.57735026918962584,3
TeamAmaze/AmazeFileManager,0.0,0.0,3
arpitkh96/AmazeFileManager,0.0,0.0,3
data-integrations/wrangler,0.66666666666666663,0.57735026918962584,3
telefonicaid/fiware-cygnus,0.0,0.0,3
HedvigInsurance/bot-service,0.33333333333333331,0.57735026918962584,3
future-architect/uroborosql,0.0,0.0,3
apollographql/apollo-android,0.0,0.0,3
camunda/camunda-bpm-platform,0.0,0.0,3
vsilaev/tascalate-concurrent,0.0,0.0,3
wcm-io-qa/wcm-io-qa-galenium,0.0,0.0,3
ChestShop-authors/ChestShop-3,0.0,0.0,3
Leanplum/Leanplum-Android-SDK,0.0,0.0,3
firebase/firebase-android-sdk,0.0,0.0,3
thelastpickle/cassandra-reaper,0.0,0.0,3
spring-cloud/spring-cloud-config,0.0,0.0,3
stefan-niedermann/OwnCloud-Notes,0.66666666666666663,0.57735026918962584,3
stefan-niedermann/nextcloud-notes,0.66666666666666663,0.57735026918962584,3
AnaelMobilia/NextINpact-Unofficial,0.0,0.0,3
yidongnan/grpc-spring-boot-starter,0.0,0.0,3
wso2-extensions/identity-governance,0.66666666666666663,0.57735026918962584,3
OpenSeizureDetector/Android_Pebble_SD,0.0,0.0,3
cqframework/clinical_quality_language,0.0,0.0,3
asciidoctor/asciidoctor-intellij-plugin,0.66666666666666663,0.57735026918962584,3
UH-StudentServices/mystudies-myteaching-backend,0.66666666666666663,0.57735026918962584,3
gspd/iSPD,1.0,0.0,3
nzilbb/ag,1.0,0.0,3
icgc-dcc/SONG,1.0,0.0,3
sormuras/bach,1.0,0.0,3
Esilen/GCBatch,1.0,0.0,3
alpha-asp/Alpha,1.0,0.0,3
cache2k/cache2k,1.0,0.0,3
danigiri/morfeu,1.0,0.0,3
mabe02/lanterna,1.0,0.0,3
msmobility/silo,1.0,0.0,3
phax/ph-commons,1.0,0.0,3
renekrie/querqy,1.0,0.0,3
Metatavu/edelphi,1.0,0.0,3
b3dgs/lionengine,1.0,0.0,3
qiniu/android-sdk,1.0,0.0,3
jamorham/xDrip-plus,1.0,0.0,3
scalecube/scalecube,1.0,0.0,3
wso2/security-tools,1.0,0.0,3
elexis/elexis-3-core,1.0,0.0,3
AdeptJ/adeptj-modules,1.0,0.0,3
JustBurrow/kobalttown,1.0,0.0,3
jonasoreland/runnerup,1.0,0.0,3
lukas-krecan/JsonUnit,1.0,0.0,3
openflexo-team/pamela,1.0,0.0,3
phax/peppol-directory,1.0,0.0,3
reloZid/android-anuto,1.0,0.0,3
wcm-io/wcm-io-handler,1.0,0.0,3
wcm-io/wcm-io-caconfig,1.0,0.0,3
apache/commons-compress,1.0,0.0,3
lettuce-io/lettuce-core,1.0,0.0,3
yanagishima/yanagishima,1.0,0.0,3
phax/peppol-yellow-pages,1.0,0.0,3
qiscus/qiscus-sdk-android,1.0,0.0,3
NightscoutFoundation/xDrip,1.0,0.0,3
TooTallNate/Java-WebSocket,1.0,0.0,3
robertvazan/sourceafis-java,1.0,0.0,3
servicefabric/servicefabric,1.0,0.0,3
Riverside-Software/sonar-openedge,1.0,0.0,3
Haehnchen/idea-php-symfony2-plugin,1.0,0.0,3
SumoLogic/sumologic-jenkins-plugin,1.0,0.0,3
google/auto,0.0,0.0,2
apache/kylin,0.0,0.0,2
jitsi/jigasi,0.0,0.0,2
llbit/chunky,0.0,0.0,2
square/moshi,0.0,0.0,2
intuit/karate,0.5,0.70710678118654757,2
l3nz/ari4java,0.5,0.70710678118654757,2
ukanth/afwall,0.0,0.0,2
Erudika/scoold,0.0,0.0,2
phac-nml/irida,0.0,0.0,2
ram-on/SkyTube,0.5,0.70710678118654757,2
spinnaker/kork,0.0,0.0,2
twitter/zipkin,0.0,0.0,2
yegor256/takes,0.5,0.70710678118654757,2
Minres/SCViewer,0.0,0.0,2
SiLeBAT/FSK-Lab,0.0,0.0,2
azkaban/azkaban,0.0,0.0,2
ia-toki/judgels,0.5,0.70710678118654757,2
CloudSlang/score,0.0,0.0,2
DRE2N/DungeonsXL,0.0,0.0,2
ehcache/ehcache3,0.0,0.0,2
webbukkit/dynmap,0.0,0.0,2
Nylle/JavaFixture,0.0,0.0,2
UnboundID/ldapsdk,0.0,0.0,2
geotools/geotools,0.5,0.70710678118654757,2
osmdroid/osmdroid,0.0,0.0,2
LiquidEngine/legui,0.0,0.0,2
codeborne/selenide,0.5,0.70710678118654757,2
tabish121/proton4j,0.5,0.70710678118654757,2
TeamLapen/Vampirism,0.0,0.0,2
ari-zah/gaiasandbox,0.0,0.0,2
jpmml/jpmml-sklearn,0.0,0.0,2
nidi3/graphviz-java,0.0,0.0,2
opendaylight/bgpcep,0.5,0.70710678118654757,2
springfox/springfox,0.5,0.70710678118654757,2
eMoflon/emoflon-ibex,0.0,0.0,2
