is_ugly_content,has_ugly_commits,files,,
false,false,80799279,0.997536334875343,
false,true,154460,0.00190694105432359,
true,false,43815,0.000540933719378401,
true,true,1279,1.57903509548094E-05,1.03152871715063E-06
,,80998833,1,15.3077182363152
